Account Number,Account Name,Crid,Asset,Hostname,Name,Price,Role,Product,Owner,Notes
18390,Project Y -- Glam Media,66993,,app203,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,45159,AS-05369,app99,M-AdvancedPath, $185.00 ,Elastic Search,Consumer,Consumer,NA
18390,Project Y -- Glam Media,66996,,app204,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,45150,AS-04966 ,app98,M-AdvancedPath, $185.00 ,Stylemob,Video,Video,NA
18390,Project Y -- Glam Media,45147,AS-04489,app97,M-AdvancedPath, $185.00 ,Rich_Media,Video,Video,NA
18390,Project Y -- Glam Media,45153,AS-04417,app96,M-AdvancedPath, $185.00 ,Rich_Media,Video,Video,NA
18390,Project Y -- Glam Media,45162,AS-04289,app95,M-AdvancedPath, $185.00 ,Studio Dev,Studio,Studio,"Memcached,mysql and XEND is running , mentoned as BT memcaced in wiki but cant find in glamadapt_config.php"
18390,Project Y -- Glam Media,45130,AS-05641,app94,M-AdvancedPath, $384.99 ,VARNISH,GlamTV,GlamTV,NA
18390,Project Y -- Glam Media,45124,AS-04537,app93,M-AdvancedPath, $384.99 ,VARNISH,GlamTV,GlamTV,NA
18390,Project Y -- Glam Media,45127,AS-05164,app92,M-AdvancedPath, $384.99 ,Rich_Media,Video,Video,NA
18390,Project Y -- Glam Media,45121,AS-05823,app91,M-AdvancedPath, $384.99 ,Rich_Media,Video,Video,NA
18390,Project Y -- Glam Media,45118,AS-04455,app90,M-AdvancedPath, $384.99 ,Onboarding,NotSure,Notsure,XEN and apache are running
18390,Project Y -- Glam Media,45112,AS-04521,app89,M-AdvancedPath, $384.99 ,Mysql,NotSure,Notsure,"Mysql is running, wordpress_de ?"
18390,Project Y -- Glam Media,45115,AS-05436            ,app88,M-AdvancedPath, $384.99 ,HydraWorker,Hydra,Hydra,NA
18390,Project Y -- Glam Media,69888,,app215,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,45103,AS-05433,app87,M-AdvancedPath, $384.99 ,HydraWorker,Hydra,Hydra,NA
18390,Project Y -- Glam Media,69894,,app216,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,45109,AS-05208,app86,M-AdvancedPath, $384.99 ,HydraWorker,Hydra,Hydra,NA
18390,Project Y -- Glam Media,69899,,app217,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,45106,AS-04984,app85,M-AdvancedPath, $384.99 ,HydraWorker,Hydra,Hydra,NA
18390,Project Y -- Glam Media,69902,,app218,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,45100,AS-3576,app84,M-AdvancedPath, $384.99 ,FBT,FBT,FBT,Free Beauty Tips
18390,Project Y -- Glam Media,69906,,app219,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,45097,AS-03693,app83,M-AdvancedPath, $384.99 ,FBT,FBT,FBT,Free Beauty Tips
18390,Project Y -- Glam Media,69909,,app220,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,45091,AS-05661,app82,M-AdvancedPath, $384.99 ,AnsibleMaster,Ops,Techops,LXC host
18390,Project Y -- Glam Media,69912,,app221,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,45088,AS-04019,app81,M-AdvancedPath, $384.99 ,HydraWorker,Hydra,Hydra,NA
18390,Project Y -- Glam Media,69915,,app222,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,45094,AS-04936,app80,M-AdvancedPath, $384.99 ,HydraWorker,Hydra,Hydra,NA
18390,Project Y -- Glam Media,69918,,app223,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79946,AS-07280,app319,M-AdvancedPath, $210.00 ,ETL,Hadoop,Hadoop,NA
18390,Project Y -- Glam Media,69921,,app224,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79943,AS-07460,app318,M-AdvancedPath, $210.00 ,ETL,Hadoop,Hadoop,NA
18390,Project Y -- Glam Media,69924,,app225,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79940,AS-07250,app317,M-AdvancedPath, $210.00 ,Search,Studio,Studio,NA
18390,Project Y -- Glam Media,69927,,app226,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79937,AS-07407,app316,M-AdvancedPath, $210.00 ,ETL,Hadoop,Hadoop,
18390,Project Y -- Glam Media,69930,,app227,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79934,AS-07382,app315,M-AdvancedPath, $210.00 ,ETL,Hadoop,Hadoop,
18390,Project Y -- Glam Media,69933,,app228,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79931,AS-07377,app314,M-AdvancedPath, $210.00 ,ETL,Hadoop,Hadoop,
18390,Project Y -- Glam Media,69936,,app229,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79928,AS-07374,app313,M-AdvancedPath, $210.00 ,ETL,Hadoop,Hadoop,
18390,Project Y -- Glam Media,69939,,app230,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79925,AS-07282,app312,M-AdvancedPath, $210.00 ,ETL,Hadoop,Hadoop,
18390,Project Y -- Glam Media,69942,,app231,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79922,AS-07371,app311,M-AdvancedPath, $210.00 ,ETL,Hadoop,Hadoop,
18390,Project Y -- Glam Media,69945,,app232,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79919,AS-07999,app310,M-AdvancedPath, $210.00 ,Cron,Hadoop,Hadoop,NA
18390,Project Y -- Glam Media,69948,,dbus03,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79523,AS-07773,app309,M-AdvancedPath, $210.00 ,Reviewboard/Hydra,Hydra,Hydra,LXC
18390,Project Y -- Glam Media,69951,,app234,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79520,as-07408,app308,M-AdvancedPath, $210.00 ,Hydra-HTTP,Hydra,Hydra,LXC
18390,Project Y -- Glam Media,69954,,app235,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79517,as-08581,app307,M-AdvancedPath, $210.00 ,Rich_Media,Rich_Media,Rich_Media,
18390,Project Y -- Glam Media,69957,,app236,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79514,as-07996,app306,M-AdvancedPath, $210.00 ,Rich_Media,Rich_Media,Rich_Media,
18390,Project Y -- Glam Media,69960,,app237,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79511,as-10193,app305,M-AdvancedPath, $210.00 ,Studio,Studio,Studio,Staging
18390,Project Y -- Glam Media,69963,,app238,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79508,as-10158,app304,M-AdvancedPath, $210.00 ,Studio,Studio,Studio,Staging
18390,Project Y -- Glam Media,69966,,app239,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79505,as-10383,app303,M-AdvancedPath, $210.00 ,Studio,Studio,Studio,Staging
18390,Project Y -- Glam Media,69969,,app240,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79502,as-08583,app302,M-AdvancedPath, $210.00 ,Studio,Studio,Studio,Staging
18390,Project Y -- Glam Media,69972,,app241,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79499,AS-10114,app301,M-AdvancedPath, $210.00 ,HydraWorker,Hydra,Hydra,NA
18390,Project Y -- Glam Media,69975,,app242,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79496,AS-10408 ,app300,M-AdvancedPath, $210.00 ,Elastic Search,Consumer,Consumer,NA
18390,Project Y -- Glam Media,69978,,app243,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79448,as-08092,app299,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,69981,,app244,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79445,as-08090,app298,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,69984,,app245,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79442,AS-08080,app297,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,69987,,app246,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79439,as-08002,app296,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,69990,,app247,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79436,as-07998,app295,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,69993,,app248,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79433,AS-07997,app294,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,69996,,app249,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79430,as-07995,app293,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,69999,,app250,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79427,as-07992,app292,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,70002,,app251,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79424,AS-07861,app291,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,70005,,cshdpm4,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79421,as-07751,app290,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,70008,,cshdpm6,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79409,AS-07941,app289,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,70011,,app254,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79412,AS-07860,app288,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
 ,Project Y -- Glam Media,70014,,app255,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79415,AS-07750,app287,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,70017,,app256,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79418,AS-07725,app286,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,70020,,app257,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79406,AS-07723,app285,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,70023,,app258,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79046,AS-10384,app284,M-AdvancedPath, $210.00 ,Hydra,Hydra,Hydra,LXC host
18390,Project Y -- Glam Media,70026,,app259,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79049,AS-10379,app283,M-AdvancedPath, $210.00 ,NTS,NTS,NTS,
18390,Project Y -- Glam Media,70029,,app260,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79052,AS-10386,app282,M-AdvancedPath, $210.00 ,NTS,NTS,NTS,
18390,Project Y -- Glam Media,70032,,app261,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79055,AS-10376,app281,M-AdvancedPath, $210.00 ,Studio,Studio,Studio,"LXC host, Dev"
18390,Project Y -- Glam Media,70035,,app262,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79043,AS-10387,app280,M-AdvancedPath, $210.00 ,Studio,Studio,Studio,"LXC host, Dev"
18390,Project Y -- Glam Media,70038,,app263,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79040,AS-10385,app279,M-AdvancedPath, $210.00 ,Hydra DB,Hydra,Hydra,
18390,Project Y -- Glam Media,70041,,app264,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79037,as-10380,app278,M-AdvancedPath, $210.00 ,Hydra DB,Hydra,Hydra,
18390,Project Y -- Glam Media,79034,as-10390,app277,M-AdvancedPath, $210.00 ,Hydra DB,Hydra,Hydra,
18390,Project Y -- Glam Media,72702,,cshdp1,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79031,as-10388,app276,M-AdvancedPath, $210.00 ,Log Processor,Database,DBteam,
18390,Project Y -- Glam Media,72706,,cshdp2,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,79028,AS-10382,app275,M-AdvancedPath, $210.00 ,Free,Free,Techops,"Haproxy running, www30t1.1.cfg and glam_ad.2.cfg"
18390,Project Y -- Glam Media,72710,,cshdp3,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,78332,AS-08690 ,app274,M-AdvancedPath, $359.99 ,Tableau,Tableau,Tableau,Windows server
18390,Project Y -- Glam Media,72714,,cshdp4,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,78329,AS-07977 ,app273,M-AdvancedPath, $359.99 ,Sortdb,Adserver,Techops,NA
18390,Project Y -- Glam Media,72718,,cshdp5,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,78326,AS-07037 ,app272,M-AdvancedPath, $359.99 ,BT Memcached,Adserver,Techops,Not present in glamadapt_config.php ( checked on app144)
18390,Project Y -- Glam Media,72722,,cshdp6,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,78323,DS-00085 ,app271,M-AdvancedPath, $359.99 ,BT projects files,FIND,Emmanuel ,Splunk is running
18390,Project Y -- Glam Media,72726,,cshdp7,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,78320,AS-07579 ,app270,M-AdvancedPath, $359.99 ,Studio,Studio,Studio,prod
18390,Project Y -- Glam Media,72730,,cshdp8,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,78317,AS-07722,app269,M-AdvancedPath, $359.99 ,Studio,Studio,Studio,prod
18390,Project Y -- Glam Media,72734,,cshdp9,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,78314,AS-08091 ,app268,M-AdvancedPath, $359.99 ,Studio,Studio,Studio,prod
18390,Project Y -- Glam Media,72738,,cshdp10,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,78311,AS-07577,app267,M-AdvancedPath, $359.99 ,Studio,Studio,Studio,prod
18390,Project Y -- Glam Media,72742,,cshdp11,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,78308,AS-08587 ,app266,M-AdvancedPath, $359.99 ,Studio,Studio,Studio,prod
18390,Project Y -- Glam Media,72746,,cshdp12,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,78305,DS-00098 ,app265,M-AdvancedPath, $359.99 ,Studio,Studio,Studio,prod
18390,Project Y -- Glam Media,72750,,cshdp13,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,70040,AS-09304,app264,M-AdvancedPath, $210.00 ,Hadoop-Dev,Hadoop,Hadoop,Hadoop Dev Cluster
18390,Project Y -- Glam Media,72754,,cshdp14,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,70037,AS-09305,app263,M-AdvancedPath, $210.00 ,zookeeper,Hadoop,Hadoop,cshdpz1
18390,Project Y -- Glam Media,72758,,cshdp15,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,70034,AS-09303,app262,M-AdvancedPath, $210.00 ,zookeeper,Hadoop,Hadoop,cshdpz2
18390,Project Y -- Glam Media,72762,,cshdp16,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,70031,AS-09302,app261,M-AdvancedPath, $210.00 ,zookeeper,Hadoop,Hadoop,cshdpz3
18390,Project Y -- Glam Media,72766,,cshdp17,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,70028,AS-09301,app260,M-AdvancedPath, $210.00 ,Ganglia,Ops,Techops,NA
18390,Project Y -- Glam Media,72770,,cshdp18,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,70025,AS-09300,app259,M-AdvancedPath, $210.00 ,Jenkins,Ops,Techops,LXC host
18390,Project Y -- Glam Media,72774,,cshdp19,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,70022,AS-08923,app258,M-AdvancedPath, $210.00 ,UDS MEMCACHED,Adserver,Techops,Present in glamadapt_config.php
18390,Project Y -- Glam Media,72778,,cshdp20,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,70019,AS-08921,app257,M-AdvancedPath, $210.00 ,LogDownload,AdServer,Techops,NA
18390,Project Y -- Glam Media,72782,,cshdp21,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,70016,AS-08920,app256,M-AdvancedPath, $210.00 ,GlamMovile,GlamMovile,Mobile,NA
18390,Project Y -- Glam Media,72786,,cshdp22,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,70013,AS-08919,app255,M-AdvancedPath, $210.00 ,Studio,Studio,Studio,prod
18390,Project Y -- Glam Media,72790,,cshdp23,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,70010,AS-08918,app254,M-AdvancedPath, $210.00 ,Studio,Studio,Studio,prod
18390,Project Y -- Glam Media,72794,,cshdp24,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,70001,AS-08915,app251,M-AdvancedPath, $210.00 ,Hadoop-Dev,Hadoop,Hadoop,Hadoop Dev Cluster
18390,Project Y -- Glam Media,72798,,cshdp25,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,69998,AS-08914,app250,M-AdvancedPath, $210.00 ,Hadoop-Dev,Hadoop,Hadoop,Hadoop Dev Cluster
18390,Project Y -- Glam Media,72991,,cshdpm1,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,72992,,cshdpm1,M-CART-RedHat Enterprise Linux, $-   ,,,,
18390,Project Y -- Glam Media,69995,AS-08913,app249,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,72994,,cshdpm2,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,72995,,cshdpm2,M-CART-RedHat Enterprise Linux, $-   ,,,,
18390,Project Y -- Glam Media,69992,AS-08912,app248,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,72997,,cshdpm3,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,72998,,cshdpm3,M-CART-RedHat Enterprise Linux, $-   ,,,,
18390,Project Y -- Glam Media,69989,AS-08911,app247,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,73000,,cshdpm4,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,73001,,cshdpm4,M-CART-RedHat Enterprise Linux, $-   ,,,,
18390,Project Y -- Glam Media,69986,AS-08910,app246,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,73003,,app230,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,73004,,app230,M-CART-RedHat Enterprise Linux, $-   ,,,,
18390,Project Y -- Glam Media,69983,AS-08909,app245,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,73006,,app231,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,73007,,app231,M-CART-RedHat Enterprise Linux, $-   ,,,,
18390,Project Y -- Glam Media,69980,AS-08908,app244,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,73009,,dbus02,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,69977,AS-08907,app243,M-AdvancedPath, $210.00 ,NETACUITY,Adserver,Techops,NA
18390,Project Y -- Glam Media,73012,,app233,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,69974,AS-08906,app242,M-AdvancedPath, $210.00 ,NETACUITY,Adserver,Techops,NA
18390,Project Y -- Glam Media,73015,,dbus04,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,69971,AS-08905,app241,M-AdvancedPath, $210.00 ,FQM MEMCACHED,Adserver,Techops,Present in glamadapt_config.php
18390,Project Y -- Glam Media,73018,,dbus05,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,69968,AS-08904,app240,M-AdvancedPath, $210.00 ,IVM MEMCACHED,Adserver,Techops,Present in glamadapt_config.php
18390,Project Y -- Glam Media,69965,AS-08903,app239,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,76380,,cshdp26,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,69962,AS-08902,app238,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,76384,,cshdp27,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
18390,Project Y -- Glam Media,69959,AS-08901,app237,M-AdvancedPath, $210.00 ,AD_SERVER,AD_SERVER,Techops,NA
18390,Project Y -- Glam Media,76388,,cshdp28,M-AdvancedPath - Upgrade RAM to 16 GB Total, $-   ,,,,
